"","OBJECTID","Status","BaumGattun","xtf_id","BaumArtLat","Kategorie","Pflanzjahr","Baumtyp","Quartier","Strasse","BaumNameLa","Baumnummer","POI_ID","BaumNameDe","Baumtyptex","Genauigkei","geometry"
"48002",48002,"Grünanlage","Aesculus","48001","hippocastanum","Parkbaum","2008","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Aesculus hippocastanum","WD-7194","bm_48001","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680621.18011475, 1247846.71008301)
"48003",48003,"Grünanlage","Aesculus","48002","hippocastanum","Parkbaum","2008","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Aesculus hippocastanum","WD-7195","bm_48002","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680616.86010742, 1247841.36010742)
"48004",48004,"Grünanlage","Aesculus","48003","hippocastanum","Parkbaum","2008","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Aesculus hippocastanum","WD-7196","bm_48003","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680612.36010742, 1247835.91009522)
"48005",48005,"Grünanlage","Aesculus","48004","hippocastanum","Parkbaum","2008","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Aesculus hippocastanum","WD-7197","bm_48004","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680607.93011475, 1247830.56011963)
"48006",48006,"Grünanlage","Aesculus","48005","hippocastanum","Parkbaum","2008","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Aesculus hippocastanum","WD-7198","bm_48005","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680603.60009766, 1247825.19012451)
"48007",48007,"Grünanlage","Aesculus","48006","hippocastanum","Parkbaum","2008","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Aesculus hippocastanum","WD-7199","bm_48006","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680599.13012695, 1247819.7901001)
"48008",48008,"Grünanlage","Betula","48007","pendula","Parkbaum","1980","4","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Betula pendula","WD-7200","bm_48007","Sand-Birke, Weiss-Birke","Höhe:10-20m, Breite:<10m","Bildschirmeingabe",c(2680597.96008301, 1247831.98010254)
"48009",48009,"Grünanlage","Betula","48008","pendula","Parkbaum","1980","4","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Betula pendula","WD-7201","bm_48008","Sand-Birke, Weiss-Birke","Höhe:10-20m, Breite:<10m","Bildschirmeingabe",c(2680571.28009033, 1247850.5100708)
"48010",48010,"Grünanlage","Betula","48009","pendula","Parkbaum","1980","4","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Betula pendula","WD-7202","bm_48009","Sand-Birke, Weiss-Birke","Höhe:10-20m, Breite:<10m","Bildschirmeingabe",c(2680587.57012939, 1247866.08007812)
"48011",48011,"Grünanlage","Robinia","48010","pseudoacacia","Parkbaum","1970","1","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Robinia pseudoacacia","WD-7203","bm_48010","Robinie, Schein-Akazie","Höhe:>20m, Breite:>10m","Bildschirmeingabe",c(2680585.92010498, 1247847.77008056)
"48012",48012,"Grünanlage","Pinus","48011","mugo","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Pinus mugo","WD-7204","bm_48011","Berg-Kiefer, Latschen-Kiefer","nicht zugeordnet","Bildschirmeingabe",c(2680606.95007324, 1247871.82012939)
"48013",48013,"Grünanlage","Betula","48012","pendula","Parkbaum","2013","4","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Betula pendula","WD-7205","bm_48012","Sand-Birke, Weiss-Birke","Höhe:10-20m, Breite:<10m","Bildschirmeingabe",c(2680617.90008545, 1247907.0100708)
"48014",48014,"Grünanlage","Crataegus","48013","spec.","Parkbaum","1980","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Crataegus spec.","WD-7206","bm_48013","Weissdorn, Art unbekannt","nicht zugeordnet","Bildschirmeingabe",c(2680683.44012451, 1247932.06011963)
"48015",48015,"Grünanlage","Taxus","48014","baccata","Parkbaum","2000","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Taxus baccata 'Fastigiata'","WD-7207","bm_48014","Eibe, Gewöhnliche Eibe","nicht zugeordnet","Bildschirmeingabe",c(2680690.91009521, 1247941.61010742)
"48016",48016,"Grünanlage","Taxus","48015","baccata","Parkbaum","2000","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Taxus baccata 'Fastigiata'","WD-7208","bm_48015","Eibe, Gewöhnliche Eibe","nicht zugeordnet","Bildschirmeingabe",c(2680692.77008057, 1247944.02008057)
"48017",48017,"Grünanlage","Taxus","48016","baccata","Parkbaum","1970","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Taxus baccata","WD-7209","bm_48016","Eibe, Gewöhnliche Eibe","nicht zugeordnet","Bildschirmeingabe",c(2680668.28009033, 1247894.2901001)
"48018",48018,"Grünanlage","Taxus","48017","baccata","Parkbaum","1970","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Taxus baccata","WD-7210","bm_48017","Eibe, Gewöhnliche Eibe","nicht zugeordnet","Bildschirmeingabe",c(2680669.9901123, 1247893.4901123)
"48020",48020,"Grünanlage","Prunus","48019","cerasifera","Parkbaum","1980","5","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Prunus cerasifera 'Woodii'","WD-7212","bm_48019","Kirschpflaume","Höhe:<10m, Breite:<10m","Bildschirmeingabe",c(2680517.66009521, 1247790.22009277)
"48021",48021,"Grünanlage","Taxus","48020","baccata","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Taxus baccata","WD-7213","bm_48020","Eibe, Gewöhnliche Eibe","nicht zugeordnet","Bildschirmeingabe",c(2680556.84008789, 1247759.75012207)
"48022",48022,"Grünanlage","Magnolia","48021","spec.","Parkbaum","1995","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Magnolia spec.","WD-7138","bm_48021","Magnolie, Art unbekannt","nicht zugeordnet","Bildschirmeingabe",c(2680573.10009766, 1247686.68011475)
"48023",48023,"Grünanlage","Magnolia","48022","spec.","Parkbaum","1995","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Magnolia spec.","WD-7139","bm_48022","Magnolie, Art unbekannt","nicht zugeordnet","Bildschirmeingabe",c(2680578.38012695, 1247681.87011719)
"48024",48024,"Grünanlage","Betula","48023","pendula","Parkbaum","1965","4","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Betula pendula","WD-7140","bm_48023","Sand-Birke, Weiss-Birke","Höhe:10-20m, Breite:<10m","Bildschirmeingabe",c(2680606.83007812, 1247629.88012696)
"48025",48025,"Grünanlage","Betula","48024","pendula","Parkbaum","1965","4","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Betula pendula","WD-7141","bm_48024","Sand-Birke, Weiss-Birke","Höhe:10-20m, Breite:<10m","Bildschirmeingabe",c(2680597.98010254, 1247637.79010009)
"48026",48026,"Grünanlage","Betula","48025","pendula","Parkbaum","1965","4","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Betula pendula","WD-7142","bm_48025","Sand-Birke, Weiss-Birke","Höhe:10-20m, Breite:<10m","Bildschirmeingabe",c(2680575.65008545, 1247658.11010742)
"48027",48027,"Grünanlage","Pinus","48026","nigra","Parkbaum","1965","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Pinus nigra 'spp. nigra'","WD-7143","bm_48026","Schwarz-Kiefer, Oesterreichische Schwarz-Kiefer","nicht zugeordnet","Bildschirmeingabe",c(2680594.58007812, 1247666.78009033)
"48028",48028,"Grünanlage","Pinus","48027","nigra","Parkbaum","1965","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Pinus nigra 'spp. nigra'","WD-7144","bm_48027","Schwarz-Kiefer, Oesterreichische Schwarz-Kiefer","nicht zugeordnet","Bildschirmeingabe",c(2680600.93011475, 1247659.7401123)
"48029",48029,"Grünanlage","Pinus","48028","nigra","Parkbaum","1965","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Pinus nigra 'spp. nigra'","WD-7145","bm_48028","Schwarz-Kiefer, Oesterreichische Schwarz-Kiefer","nicht zugeordnet","Bildschirmeingabe",c(2680600.72009277, 1247665.5701294)
"48030",48030,"Grünanlage","Pinus","48029","nigra","Parkbaum","1965","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Pinus nigra 'spp. nigra'","WD-7146","bm_48029","Schwarz-Kiefer, Oesterreichische Schwarz-Kiefer","nicht zugeordnet","Bildschirmeingabe",c(2680583.64007568, 1247665.20007324)
"48031",48031,"Grünanlage","Pinus","48030","nigra","Parkbaum","1965","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Pinus nigra 'spp. nigra'","WD-7147","bm_48030","Schwarz-Kiefer, Oesterreichische Schwarz-Kiefer","nicht zugeordnet","Bildschirmeingabe",c(2680590.56011963, 1247665.95007324)
"48032",48032,"Grünanlage","Pinus","48031","nigra","Parkbaum","1965","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Pinus nigra 'spp. nigra'","WD-7148","bm_48031","Schwarz-Kiefer, Oesterreichische Schwarz-Kiefer","nicht zugeordnet","Bildschirmeingabe",c(2680573.64007568, 1247672.06011963)
"48033",48033,"Grünanlage","Pinus","48032","nigra","Parkbaum","1965","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Pinus nigra 'spp. nigra'","WD-7149","bm_48032","Schwarz-Kiefer, Oesterreichische Schwarz-Kiefer","nicht zugeordnet","Bildschirmeingabe",c(2680578.63012695, 1247670.65008545)
"48034",48034,"Grünanlage","Pinus","48033","nigra","Parkbaum","1965","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Pinus nigra 'spp. nigra'","WD-7150","bm_48033","Schwarz-Kiefer, Oesterreichische Schwarz-Kiefer","nicht zugeordnet","Bildschirmeingabe",c(2680560.59008789, 1247671.0100708)
"48035",48035,"Grünanlage","Pinus","48034","nigra","Parkbaum","1965","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Pinus nigra 'spp. nigra'","WD-7151","bm_48034","Schwarz-Kiefer, Oesterreichische Schwarz-Kiefer","nicht zugeordnet","Bildschirmeingabe",c(2680552.08007812, 1247681.27008057)
"48036",48036,"Grünanlage","Pinus","48035","nigra","Parkbaum","1965","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Pinus nigra 'spp. nigra'","WD-7152","bm_48035","Schwarz-Kiefer, Oesterreichische Schwarz-Kiefer","nicht zugeordnet","Bildschirmeingabe",c(2680558.52008057, 1247681.88012695)
"48037",48037,"Grünanlage","Pinus","48036","nigra","Parkbaum","1980","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Pinus nigra 'spp. nigra'","WD-7153","bm_48036","Schwarz-Kiefer, Oesterreichische Schwarz-Kiefer","nicht zugeordnet","Bildschirmeingabe",c(2680563.63012695, 1247679.71008301)
"48038",48038,"Grünanlage","Quercus","48037","robur","Parkbaum","1965","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Quercus robur","WD-7154","bm_48037","Stiel-Eiche","nicht zugeordnet","Bildschirmeingabe",c(2680629.58007812, 1247642.7901001)
"48039",48039,"Grünanlage","Quercus","48038","robur","Parkbaum","1965","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Quercus robur","WD-7155","bm_48038","Stiel-Eiche","nicht zugeordnet","Bildschirmeingabe",c(2680632.50012207, 1247633.88012695)
"48040",48040,"Grünanlage","Robinia","48039","pseudoacacia","Parkbaum","1980","1","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Robinia pseudoacacia","WD-7156","bm_48039","Robinie, Schein-Akazie","Höhe:>20m, Breite:>10m","Bildschirmeingabe",c(2680625.18011475, 1247632.05010986)
"48041",48041,"Grünanlage","Robinia","48040","pseudoacacia","Parkbaum","1980","1","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Robinia pseudoacacia","WD-7157","bm_48040","Robinie, Schein-Akazie","Höhe:>20m, Breite:>10m","Bildschirmeingabe",c(2680619.2401123, 1247626.95007324)
"48042",48042,"Grünanlage","Robinia","48041","pseudoacacia","Parkbaum","1980","4","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Robinia pseudoacacia 'Unifoliola'","WD-7158","bm_48041","Robinie, Schein-Akazie","Höhe:10-20m, Breite:<10m","Bildschirmeingabe",c(2680614.86010742, 1247619.46008301)
"48043",48043,"Grünanlage","Robinia","48042","pseudoacacia","Parkbaum","1980","1","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Robinia pseudoacacia","WD-7159","bm_48042","Robinie, Schein-Akazie","Höhe:>20m, Breite:>10m","Bildschirmeingabe",c(2680608.63012695, 1247614.94012451)
"48044",48044,"Grünanlage","Robinia","48043","pseudoacacia","Parkbaum","1980","1","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Robinia pseudoacacia","WD-7160","bm_48043","Robinie, Schein-Akazie","Höhe:>20m, Breite:>10m","Bildschirmeingabe",c(2680604.15008545, 1247608.31011963)
"48045",48045,"Grünanlage","Aesculus","48044","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Aesculus hippocastanum","WD-7214","bm_48044","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680558.61010742, 1247770.73010254)
"48046",48046,"Grünanlage","Aesculus","48045","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Aesculus hippocastanum","WD-7215","bm_48045","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680563.09008789, 1247775.83007813)
"48047",48047,"Grünanlage","Aesculus","48046","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Aesculus hippocastanum","WD-7216","bm_48046","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680571.44012451, 1247786.47009277)
"48048",48048,"Grünanlage","Aesculus","48047","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Aesculus hippocastanum","WD-7217","bm_48047","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680580.37011719, 1247797.62011719)
"48049",48049,"Grünanlage","Aesculus","48048","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Aesculus hippocastanum","WD-7218","bm_48048","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680585.00012207, 1247803.0100708)
"48050",48050,"Grünanlage","Fraxinus","48049","ornus","Parkbaum","1960","5","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Fraxinus ornus","WD-7219","bm_48049","Blumen-Esche, Manna-Esche","Höhe:<10m, Breite:<10m","Bildschirmeingabe",c(2680581.05010986, 1247807.93011474)
"48051",48051,"Grünanlage","Fraxinus","48050","ornus","Parkbaum","1960","5","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Fraxinus ornus","WD-7220","bm_48050","Blumen-Esche, Manna-Esche","Höhe:<10m, Breite:<10m","Bildschirmeingabe",c(2680569.46008301, 1247817.50012207)
"48052",48052,"Grünanlage","Fraxinus","48051","ornus","Parkbaum","1960","5","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Fraxinus ornus","WD-7221","bm_48051","Blumen-Esche, Manna-Esche","Höhe:<10m, Breite:<10m","Bildschirmeingabe",c(2680559.37011719, 1247826.03009034)
"48053",48053,"Grünanlage","Aesculus","48052","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Aesculus hippocastanum","WD-7222","bm_48052","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680557.08007812, 1247835.7401123)
"48054",48054,"Grünanlage","Aesculus","48053","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Aesculus hippocastanum","WD-7223","bm_48053","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680562.22009277, 1247831.44012451)
"48055",48055,"Grünanlage","Aesculus","48054","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Aesculus hippocastanum","WD-7224","bm_48054","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680567.2901001, 1247827.43011475)
"48056",48056,"Grünanlage","Aesculus","48055","hippocastanum","Parkbaum","1990","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Aesculus hippocastanum","WD-7225","bm_48055","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680572.28009033, 1247823.13012695)
"48057",48057,"Grünanlage","Aesculus","48056","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Aesculus hippocastanum","WD-7226","bm_48056","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680577.42010498, 1247818.90008545)
"48058",48058,"Grünanlage","Aesculus","48057","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Aesculus hippocastanum","WD-7227","bm_48057","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680587.37011719, 1247810.81011963)
"48059",48059,"Grünanlage","Aesculus","48058","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Aesculus hippocastanum","WD-7228","bm_48058","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680592.44012451, 1247806.66009521)
"48060",48060,"Grünanlage","Aesculus","48059","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Aesculus hippocastanum","WD-7229","bm_48059","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680595.90008545, 1247811.7600708)
"48061",48061,"Grünanlage","Aesculus","48060","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Aesculus hippocastanum","WD-7230","bm_48060","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680590.98010254, 1247815.62011719)
"48062",48062,"Grünanlage","Aesculus","48061","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Aesculus hippocastanum","WD-7231","bm_48061","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680586.06011963, 1247819.48010254)
"48063",48063,"Grünanlage","Aesculus","48062","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Aesculus hippocastanum","WD-7232","bm_48062","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680576.11010742, 1247827.86010742)
"48064",48064,"Grünanlage","Aesculus","48063","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Aesculus hippocastanum","WD-7233","bm_48063","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680570.75012207, 1247832.02008056)
"48065",48065,"Grünanlage","Aesculus","48064","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Aesculus hippocastanum","WD-7234","bm_48064","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680565.83007812, 1247836.2401123)
"48066",48066,"Grünanlage","Betula","48065","pendula","Parkbaum","1970","4","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Betula pendula","WD-7235","bm_48065","Sand-Birke, Weiss-Birke","Höhe:10-20m, Breite:<10m","Bildschirmeingabe",c(2680549.07012939, 1247816.05010986)
"48067",48067,"Grünanlage","Betula","48066","pendula","Parkbaum","2013","4","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Betula pendula","WD-7236","bm_48066","Sand-Birke, Weiss-Birke","Höhe:10-20m, Breite:<10m","Bildschirmeingabe",c(2680552.02008057, 1247784.77008057)
"48068",48068,"Grünanlage","Betula","48067","pendula","Parkbaum","2013","4","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Betula pendula","WD-7237","bm_48067","Sand-Birke, Weiss-Birke","Höhe:10-20m, Breite:<10m","Bildschirmeingabe",c(2680561.13012695, 1247785.61010742)
"48069",48069,"Grünanlage","Acer","48068","japonicum","Parkbaum","1979","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Acer japonicum","WD-7238","bm_48068","Eisenhutblättriger Ahorn","nicht zugeordnet","Bildschirmeingabe",c(2680536.60009766, 1247823.2901001)
"48070",48070,"Grünanlage","Fraxinus","48069","ornus","Parkbaum","1960","5","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Fraxinus ornus","WD-7239","bm_48069","Blumen-Esche, Manna-Esche","Höhe:<10m, Breite:<10m","Bildschirmeingabe",c(2680562.83007812, 1247847.75012207)
"48071",48071,"Grünanlage","Fraxinus","48070","ornus","Parkbaum","1960","5","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Fraxinus ornus","WD-7240","bm_48070","Blumen-Esche, Manna-Esche","Höhe:<10m, Breite:<10m","Bildschirmeingabe",c(2680574.02008057, 1247837.55010987)
"48072",48072,"Grünanlage","Fraxinus","48071","ornus","Parkbaum","1960","5","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Fraxinus ornus","WD-7241","bm_48071","Blumen-Esche, Manna-Esche","Höhe:<10m, Breite:<10m","Bildschirmeingabe",c(2680582.80010986, 1247830.41009521)
"48073",48073,"Grünanlage","Fraxinus","48072","ornus","Parkbaum","1960","5","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Fraxinus ornus","WD-7242","bm_48072","Blumen-Esche, Manna-Esche","Höhe:<10m, Breite:<10m","Bildschirmeingabe",c(2680594.35009766, 1247821.59008789)
"48074",48074,"Grünanlage","Acer","48073","japonicum","Parkbaum","1970","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Acer japonicum","WD-7243","bm_48073","Eisenhutblättriger Ahorn","nicht zugeordnet","Bildschirmeingabe",c(2680567.90008545, 1247861.19012451)
"48075",48075,"Grünanlage","Acer","48074","japonicum","Parkbaum","1950","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Acer japonicum","WD-7244","bm_48074","Eisenhutblättriger Ahorn","nicht zugeordnet","Bildschirmeingabe",c(2680574.71008301, 1247869.43011474)
"48076",48076,"Grünanlage","Acer","48075","japonicum","Parkbaum","1970","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Acer japonicum","WD-7245","bm_48075","Eisenhutblättriger Ahorn","nicht zugeordnet","Bildschirmeingabe",c(2680593.62011719, 1247892.39007568)
"48077",48077,"Grünanlage","Acer","48076","japonicum","Parkbaum","1970","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Acer japonicum","WD-7246","bm_48076","Eisenhutblättriger Ahorn","nicht zugeordnet","Bildschirmeingabe",c(2680596.7901001, 1247896.98010254)
